provider_id,vendor,asn,cidr,start_ip,end_ip,org,scope,status
datacamp-limited,Datacamp Limited,AS212238,151.244.5.0/24,151.244.5.0,151.244.5.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.244.57.0/24,151.244.57.0,151.244.57.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.104.0/24,151.245.104.0,151.245.104.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.195.0/24,151.245.195.0,151.245.195.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.212.0/24,151.245.212.0,151.245.212.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.28.0/24,151.245.28.0,151.245.28.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.3.0/24,151.245.3.0,151.245.3.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.76.0/24,151.245.76.0,151.245.76.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.245.78.0/24,151.245.78.0,151.245.78.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.247.120.0/21,151.247.120.0,151.247.127.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.247.188.0/24,151.247.188.0,151.247.188.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.247.221.0/24,151.247.221.0,151.247.221.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,151.248.68.0/23,151.248.68.0,151.248.69.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.0.0/23,152.233.0.0,152.233.1.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.16.0/23,152.233.16.0,152.233.18.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.18.0/24,152.233.16.0,152.233.18.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.20.0/23,152.233.20.0,152.233.21.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.3.0/24,152.233.3.0,152.233.5.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.4.0/23,152.233.3.0,152.233.5.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.233.8.0/23,152.233.8.0,152.233.9.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,152.89.210.0/23,152.89.210.0,152.89.211.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.127.56.0/24,154.127.56.0,154.127.56.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.13.136.0/24,154.13.136.0,154.13.136.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.13.197.0/24,154.13.197.0,154.13.197.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.13.208.0/22,154.13.208.0,154.13.211.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.110.0/24,154.16.110.0,154.16.110.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.131.0/24,154.16.131.0,154.16.131.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.133.0/24,154.16.133.0,154.16.133.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.139.0/24,154.16.139.0,154.16.140.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.140.0/24,154.16.139.0,154.16.140.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.142.0/24,154.16.142.0,154.16.142.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.149.0/24,154.16.149.0,154.16.149.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.163.0/24,154.16.163.0,154.16.165.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.164.0/23,154.16.163.0,154.16.165.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.17.0/24,154.16.17.0,154.16.17.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.172.0/24,154.16.172.0,154.16.172.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.174.0/23,154.16.174.0,154.16.175.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.182.0/24,154.16.182.0,154.16.182.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.185.0/24,154.16.185.0,154.16.185.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.187.0/24,154.16.187.0,154.16.190.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.188.0/23,154.16.187.0,154.16.190.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.190.0/24,154.16.187.0,154.16.190.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.195.0/24,154.16.195.0,154.16.195.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.197.0/24,154.16.197.0,154.16.199.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.198.0/23,154.16.197.0,154.16.199.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.201.0/24,154.16.201.0,154.16.201.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.209.0/24,154.16.209.0,154.16.209.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.221.0/24,154.16.221.0,154.16.221.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.224.0/24,154.16.224.0,154.16.224.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.236.0/24,154.16.236.0,154.16.236.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.29.0/24,154.16.29.0,154.16.29.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.31.0/24,154.16.31.0,154.16.31.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.35.0/24,154.16.35.0,154.16.36.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.36.0/24,154.16.35.0,154.16.36.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.73.0/24,154.16.73.0,154.16.73.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.77.0/24,154.16.77.0,154.16.77.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.95.0/24,154.16.95.0,154.16.95.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.16.97.0/24,154.16.97.0,154.16.97.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.17.146.0/24,154.17.146.0,154.17.146.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.17.153.0/24,154.17.153.0,154.17.153.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.17.190.0/24,154.17.190.0,154.17.190.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.198.16.0/24,154.198.16.0,154.198.16.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.28.211.0/24,154.28.211.0,154.28.211.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.28.94.0/24,154.28.94.0,154.28.94.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.29.14.0/24,154.29.14.0,154.29.14.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.29.19.0/24,154.29.19.0,154.29.20.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.29.20.0/24,154.29.19.0,154.29.20.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.29.7.0/24,154.29.7.0,154.29.7.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.47.16.0/20,154.47.16.0,154.47.31.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.120.0/24,154.6.120.0,154.6.120.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.125.0/24,154.6.125.0,154.6.125.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.130.0/24,154.6.130.0,154.6.130.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.160.0/23,154.6.160.0,154.6.161.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.165.0/24,154.6.165.0,154.6.166.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.166.0/24,154.6.165.0,154.6.166.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.17.0/24,154.6.17.0,154.6.17.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.188.0/24,154.6.188.0,154.6.188.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.216.0/22,154.6.216.0,154.6.219.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.6.32.0/22,154.6.32.0,154.6.35.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.7.224.0/24,154.7.224.0,154.7.224.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.7.231.0/24,154.7.231.0,154.7.231.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,154.7.233.0/24,154.7.233.0,154.7.233.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.117.144.0/24,155.117.144.0,155.117.144.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.133.15.0/24,155.133.15.0,155.133.15.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.176.0/22,155.2.176.0,155.2.179.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.182.0/23,155.2.182.0,155.2.188.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.184.0/22,155.2.182.0,155.2.188.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.188.0/24,155.2.182.0,155.2.188.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.194.0/23,155.2.194.0,155.2.195.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.212.0/24,155.2.212.0,155.2.212.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.215.0/24,155.2.215.0,155.2.217.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.216.0/23,155.2.215.0,155.2.217.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.221.0/24,155.2.221.0,155.2.222.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,155.2.222.0/24,155.2.221.0,155.2.222.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.37.0/24,156.146.37.0,156.146.37.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.39.0/24,156.146.39.0,156.146.39.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.41.0/24,156.146.41.0,156.146.41.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.45.0/24,156.146.45.0,156.146.48.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.46.0/23,156.146.45.0,156.146.48.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.48.0/24,156.146.45.0,156.146.48.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.50.0/23,156.146.50.0,156.146.51.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.54.0/23,156.146.54.0,156.146.55.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.57.0/24,156.146.57.0,156.146.57.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.60.0/24,156.146.60.0,156.146.60.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.146.62.0/23,156.146.62.0,156.146.63.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.226.2.0/24,156.226.2.0,156.226.2.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.232.0.0/23,156.232.0.0,156.232.1.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.239.18.0/24,156.239.18.0,156.239.18.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,156.67.94.0/24,156.67.94.0,156.67.94.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,157.254.17.0/24,157.254.17.0,157.254.17.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,157.254.9.0/24,157.254.9.0,157.254.9.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,157.97.122.0/24,157.97.122.0,157.97.122.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.115.252.0/22,158.115.252.0,158.115.255.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.140.193.0/24,158.140.193.0,158.140.193.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.140.208.0/22,158.140.208.0,158.140.211.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.134.0/23,158.173.134.0,158.173.135.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.140.0/22,158.173.140.0,158.173.143.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.152.0/22,158.173.152.0,158.173.158.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.156.0/23,158.173.152.0,158.173.158.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.158.0/24,158.173.152.0,158.173.158.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.16.0/21,158.173.16.0,158.173.25.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.165.0/24,158.173.165.0,158.173.165.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.24.0/23,158.173.16.0,158.173.25.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.241.0/24,158.173.241.0,158.173.242.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.242.0/24,158.173.241.0,158.173.242.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.244.0/24,158.173.244.0,158.173.244.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.3.0/24,158.173.3.0,158.173.7.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.32.0/23,158.173.32.0,158.173.33.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.4.0/22,158.173.3.0,158.173.7.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.44.0/22,158.173.44.0,158.173.47.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.55.0/24,158.173.55.0,158.173.55.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.67.0/24,158.173.67.0,158.173.67.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.72.0/23,158.173.72.0,158.173.73.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,158.173.76.0/24,158.173.76.0,158.173.76.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,163.5.136.0/24,163.5.136.0,163.5.136.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,163.5.36.0/24,163.5.36.0,163.5.36.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,163.5.95.0/24,163.5.95.0,163.5.95.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,165.49.236.0/24,165.49.236.0,165.49.236.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.128.0/24,166.0.128.0,166.0.128.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.156.0/24,166.0.156.0,166.0.156.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.201.0/24,166.0.201.0,166.0.201.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.203.0/24,166.0.203.0,166.0.203.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.205.0/24,166.0.205.0,166.0.205.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.228.0/24,166.0.228.0,166.0.228.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.243.0/24,166.0.243.0,166.0.243.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.0.251.0/24,166.0.251.0,166.0.251.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.1.19.0/24,166.1.19.0,166.1.19.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.1.23.0/24,166.1.23.0,166.1.23.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.118.0/24,166.88.118.0,166.88.118.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.123.0/24,166.88.123.0,166.88.123.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.135.0/24,166.88.135.0,166.88.135.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.140.0/24,166.88.140.0,166.88.140.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.16.0/24,166.88.16.0,166.88.16.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.187.0/24,166.88.187.0,166.88.187.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.23.0/24,166.88.23.0,166.88.23.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.28.0/24,166.88.28.0,166.88.28.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.30.0/23,166.88.30.0,166.88.31.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.37.0/24,166.88.37.0,166.88.39.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.38.0/23,166.88.37.0,166.88.39.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.56.0/24,166.88.56.0,166.88.56.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.59.0/24,166.88.59.0,166.88.60.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.60.0/24,166.88.59.0,166.88.60.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.65.0/24,166.88.65.0,166.88.65.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.69.0/24,166.88.69.0,166.88.69.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.74.0/24,166.88.74.0,166.88.74.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.79.0/24,166.88.79.0,166.88.80.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.80.0/24,166.88.79.0,166.88.80.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.82.0/24,166.88.82.0,166.88.82.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.84.0/24,166.88.84.0,166.88.84.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.89.0/24,166.88.89.0,166.88.89.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.91.0/24,166.88.91.0,166.88.91.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,166.88.93.0/24,166.88.93.0,166.88.93.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,167.160.16.0/23,167.160.16.0,167.160.17.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,167.160.29.0/24,167.160.29.0,167.160.29.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.165.0/24,168.199.165.0,168.199.165.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.170.0/23,168.199.170.0,168.199.173.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.172.0/23,168.199.170.0,168.199.173.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.175.0/24,168.199.175.0,168.199.185.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.176.0/21,168.199.175.0,168.199.185.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.184.0/23,168.199.175.0,168.199.185.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.187.0/24,168.199.187.0,168.199.191.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.188.0/22,168.199.187.0,168.199.191.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.196.0/22,168.199.196.0,168.199.201.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.200.0/23,168.199.196.0,168.199.201.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.205.0/24,168.199.205.0,168.199.205.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.207.0/24,168.199.207.0,168.199.207.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.210.0/24,168.199.210.0,168.199.210.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.231.0/24,168.199.231.0,168.199.231.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.199.233.0/24,168.199.233.0,168.199.233.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.91.124.0/24,168.91.124.0,168.91.124.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,168.93.227.0/24,168.93.227.0,168.93.227.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.196.0/22,169.150.196.0,169.150.199.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.201.0/24,169.150.201.0,169.150.201.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.203.0/24,169.150.203.0,169.150.205.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.204.0/23,169.150.203.0,169.150.205.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.208.0/22,169.150.208.0,169.150.212.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.212.0/24,169.150.208.0,169.150.212.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.218.0/24,169.150.218.0,169.150.218.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.226.0/23,169.150.226.0,169.150.227.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.231.0/24,169.150.231.0,169.150.233.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.232.0/23,169.150.231.0,169.150.233.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.248.0/24,169.150.248.0,169.150.248.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,169.150.254.0/24,169.150.254.0,169.150.254.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,170.62.100.0/24,170.62.100.0,170.62.100.255,Datacamp Limited,provider_allocated,candidate
datacamp-limited,Datacamp Limited,AS212238,170.62.102.0/23,170.62.102.0,170.62.103.255,Datacamp Limited,provider_allocated,candidate
